GRID_CD,x_min,y_min,x_max,y_max,center_x,center_y,grid_m,selection,center_adm_cd,center_adm_nm,center_lon,center_lat,pop_2024_grid,pop_2026_est_int,households_2026_est_int,population_source_grid_count,facility_commerce__commercial_area__total,facility_commerce__commercial_area__market,facility_commerce__commercial_area__shoppingmall,facility_commerce__convstore__total,facility_commerce__convstore__편의점,facility_education__school_older__total,facility_education__school_older__고등학교,facility_education__school_older__중학교,facility_education__school_younger__total,facility_education__school_younger__유치원,facility_education__school_younger__초등학교,facility_education__school_younger__특수학교,facility_leisure__cultural_area__total,facility_leisure__cultural_area__cultural_facility,facility_leisure__cultural_area__library,facility_leisure__cultural_area__live_hall,facility_leisure__cultural_area__museum,facility_leisure__cultural_area__sportandresort,facility_leisure__cultural_area__theater,facility_leisure__park__total,facility_leisure__park__근린공원,facility_leisure__park__문화공원,facility_leisure__park__소공원,facility_leisure__park__수변공원,facility_leisure__park__어린이공원,facility_leisure__park__역사공원,facility_leisure__park__체육공원,facility_life__agency__total,facility_life__agency__시청구청,facility_life__agency__행정복지센터,facility_life__welfare_facilities_for_elderly__total,facility_life__welfare_facilities_for_elderly__노인복지시설,facility_medical__hospital__total,facility_medical__hospital__병원,facility_medical__hospital__보건소,facility_medical__hospital__보건지소,facility_medical__hospital__보건진료소,facility_medical__hospital__상급종합,facility_medical__hospital__요양병원,facility_medical__hospital__의원,facility_medical__hospital__정신병원,facility_medical__hospital__종합병원,facility_medical__hospital__치과병원,facility_medical__hospital__치과의원,facility_medical__hospital__한방병원,facility_medical__hospital__한의원,facility_medical__pharmacy__total,facility_medical__pharmacy__약국
G500_00594,224000.0,460000.0,224500.0,460500.0,224250.0,460250.0,500,center_in_cheonan,34011350,수신면,127.27151600642962,36.74050667390445,176.0,105,63,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00595,224500.0,460000.0,225000.0,460500.0,224750.0,460250.0,500,center_in_cheonan,34011350,수신면,127.2771142158098,36.740493770052055,0.0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00596,225000.0,460000.0,225500.0,460500.0,225250.0,460250.0,500,center_in_cheonan,34011350,수신면,127.28271242159045,36.740480602864615,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00597,225500.0,460000.0,226000.0,460500.0,225750.0,460250.0,500,center_in_cheonan,34011350,수신면,127.28831062369879,36.74046717234263,67.0,40,24,25,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00598,226000.0,460000.0,226500.0,460500.0,226250.0,460250.0,500,center_in_cheonan,34011350,수신면,127.29390882206216,36.74045347848667,73.0,42,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00599,226500.0,460000.0,227000.0,460500.0,226750.0,460250.0,500,center_in_cheonan,34011350,수신면,127.29950701660785,36.74043952129731,20.0,12,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00600,227000.0,460000.0,227500.0,460500.0,227250.0,460250.0,500,center_in_cheonan,34011350,수신면,127.30510520726311,36.74042530077508,15.0,9,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00601,227500.0,460000.0,228000.0,460500.0,227750.0,460250.0,500,center_in_cheonan,34011360,병천면,127.31070339395524,36.74041081692059,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00602,228000.0,460000.0,228500.0,460500.0,228250.0,460250.0,500,center_in_cheonan,34011360,병천면,127.31630157661154,36.740396069734416,5.0,4,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00603,228500.0,460000.0,229000.0,460500.0,228750.0,460250.0,500,center_in_cheonan,34011360,병천면,127.3218997551593,36.74038105921717,23.0,19,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00604,229000.0,460000.0,229500.0,460500.0,229250.0,460250.0,500,center_in_cheonan,34011360,병천면,127.3274979295258,36.74036578536945,70.0,56,36,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00605,229500.0,460000.0,230000.0,460500.0,229750.0,460250.0,500,center_in_cheonan,34011360,병천면,127.33309609963833,36.7403502481919,10.0,8,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00606,208000.0,460500.0,208500.0,461000.0,208250.0,460750.0,500,center_in_cheonan,34011310,풍세면,127.09237724045641,36.74528615499931,10.0,10,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00607,208500.0,460500.0,209000.0,461000.0,208750.0,460750.0,500,center_in_cheonan,34011310,풍세면,127.09797585387702,36.74528167735834,78.0,78,38,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00608,209000.0,460500.0,209500.0,461000.0,209250.0,460750.0,500,center_in_cheonan,34011310,풍세면,127.10357446602471,36.745276936327855,59.0,59,28,25,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
G500_00609,209500.0,460500.0,210000.0,461000.0,209750.0,460750.0,500,center_in_cheonan,34011310,풍세면,127.10917307682678,36.745271931908064,28.0,28,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00610,210000.0,460500.0,210500.0,461000.0,210250.0,460750.0,500,center_in_cheonan,34011310,풍세면,127.11477168621045,36.745266664099134,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00611,210500.0,460500.0,211000.0,461000.0,210750.0,460750.0,500,center_in_cheonan,34011310,풍세면,127.12037029410304,36.74526113290131,8.0,8,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00612,211000.0,460500.0,211500.0,461000.0,211250.0,460750.0,500,center_in_cheonan,34011310,풍세면,127.12596890043174,36.7452553383148,60.0,60,31,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00613,211500.0,460500.0,212000.0,461000.0,211750.0,460750.0,500,center_in_cheonan,34011310,풍세면,127.13156750512388,36.745249280339856,5.0,5,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00614,212000.0,460500.0,212500.0,461000.0,212250.0,460750.0,500,center_in_cheonan,34011310,풍세면,127.13716610810671,36.74524295897672,75.0,75,37,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00615,212500.0,460500.0,213000.0,461000.0,212750.0,460750.0,500,center_in_cheonan,34011310,풍세면,127.14276470930747,36.74523637422564,10.0,10,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00616,213000.0,460500.0,213500.0,461000.0,213250.0,460750.0,500,center_in_cheonan,34011310,풍세면,127.14836330865346,36.74522952608688,5.0,5,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00617,213500.0,460500.0,214000.0,461000.0,213750.0,460750.0,500,center_in_cheonan,34011310,풍세면,127.15396190607191,36.74522241456075,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00618,214000.0,460500.0,214500.0,461000.0,214250.0,460750.0,500,center_in_cheonan,34011310,풍세면,127.15956050149009,36.745215039647526,75.0,76,39,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00619,214500.0,460500.0,215000.0,461000.0,214750.0,460750.0,500,center_in_cheonan,34011110,목천읍,127.16515909483527,36.745207401347486,10.0,10,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00620,215000.0,460500.0,215500.0,461000.0,215250.0,460750.0,500,center_in_cheonan,34011110,목천읍,127.17075768603475,36.74519949966096,28.0,27,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00621,215500.0,460500.0,216000.0,461000.0,215750.0,460750.0,500,center_in_cheonan,34011110,목천읍,127.17635627501573,36.745191334588284,118.0,108,59,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00622,216000.0,460500.0,216500.0,461000.0,216250.0,460750.0,500,center_in_cheonan,34011110,목천읍,127.1819548617055,36.74518290612977,135.0,125,68,25,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00623,216500.0,460500.0,217000.0,461000.0,216750.0,460750.0,500,center_in_cheonan,34011110,목천읍,127.18755344603136,36.74517421428578,5.0,5,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00624,217000.0,460500.0,217500.0,461000.0,217250.0,460750.0,500,center_in_cheonan,34011110,목천읍,127.19315202792056,36.74516525905665,16.0,14,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00625,217500.0,460500.0,218000.0,461000.0,217750.0,460750.0,500,center_in_cheonan,34011340,성남면,127.19875060730033,36.74515604044275,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00626,218000.0,460500.0,218500.0,461000.0,218250.0,460750.0,500,center_in_cheonan,34011340,성남면,127.20434918409795,36.74514655844445,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00627,218500.0,460500.0,219000.0,461000.0,218750.0,460750.0,500,center_in_cheonan,34011340,성남면,127.20994775824072,36.74513681306216,36.0,24,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00628,219000.0,460500.0,219500.0,461000.0,219250.0,460750.0,500,center_in_cheonan,34011340,성남면,127.2155463296559,36.74512680429625,50.0,32,18,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00629,219500.0,460500.0,220000.0,461000.0,219750.0,460750.0,500,center_in_cheonan,34011340,성남면,127.22114489827072,36.74511653214715,34.0,21,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00630,220000.0,460500.0,220500.0,461000.0,220250.0,460750.0,500,center_in_cheonan,34011340,성남면,127.22674346401247,36.74510599661528,13.0,8,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00631,220500.0,460500.0,221000.0,461000.0,220750.0,460750.0,500,center_in_cheonan,34011340,성남면,127.23234202680841,36.74509519770105,232.0,153,83,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00632,221000.0,460500.0,221500.0,461000.0,221250.0,460750.0,500,center_in_cheonan,34011340,성남면,127.23794058658581,36.745084135404916,72.0,48,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00633,221500.0,460500.0,222000.0,461000.0,221750.0,460750.0,500,center_in_cheonan,34011340,성남면,127.24353914327195,36.745072809727326,10.0,6,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00634,222000.0,460500.0,222500.0,461000.0,222250.0,460750.0,500,center_in_cheonan,34011340,성남면,127.24913769679408,36.74506122066874,39.0,25,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00635,222500.0,460500.0,223000.0,461000.0,222750.0,460750.0,500,center_in_cheonan,34011340,성남면,127.25473624707948,36.74504936822963,5.0,3,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00636,223000.0,460500.0,223500.0,461000.0,223250.0,460750.0,500,center_in_cheonan,34011340,성남면,127.26033479405542,36.74503725241048,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00637,223500.0,460500.0,224000.0,461000.0,223750.0,460750.0,500,center_in_cheonan,34011350,수신면,127.26593333764916,36.74502487321179,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00638,224000.0,460500.0,224500.0,461000.0,224250.0,460750.0,500,center_in_cheonan,34011350,수신면,127.27153187778795,36.74501223063405,38.0,22,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00639,224500.0,460500.0,225000.0,461000.0,224750.0,460750.0,500,center_in_cheonan,34011350,수신면,127.27713041439912,36.7449993246778,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00640,225000.0,460500.0,225500.0,461000.0,225250.0,460750.0,500,center_in_cheonan,34011350,수신면,127.28272894740988,36.74498615534354,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00641,225500.0,460500.0,226000.0,461000.0,225750.0,460750.0,500,center_in_cheonan,34011350,수신면,127.28832747674751,36.74497272263183,31.0,17,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00642,226000.0,460500.0,226500.0,461000.0,226250.0,460750.0,500,center_in_cheonan,34011350,수신면,127.2939260023393,36.74495902654321,5.0,3,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00643,226500.0,460500.0,227000.0,461000.0,226750.0,460750.0,500,center_in_cheonan,34011350,수신면,127.29952452411253,36.74494506707823,31.0,17,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00644,227000.0,460500.0,227500.0,461000.0,227250.0,460750.0,500,center_in_cheonan,34011350,수신면,127.30512304199443,36.74493084423746,18.0,10,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00645,227500.0,460500.0,228000.0,461000.0,227750.0,460750.0,500,center_in_cheonan,34011360,병천면,127.31072155591231,36.7449163580215,18.0,14,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00646,228000.0,460500.0,228500.0,461000.0,228250.0,460750.0,500,center_in_cheonan,34011360,병천면,127.3163200657934,36.74490160843092,36.0,29,19,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00647,228500.0,460500.0,229000.0,461000.0,228750.0,460750.0,500,center_in_cheonan,34011360,병천면,127.32191857156504,36.74488659546633,5.0,4,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00648,229000.0,460500.0,229500.0,461000.0,229250.0,460750.0,500,center_in_cheonan,34011360,병천면,127.32751707315444,36.74487131912834,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00649,229500.0,460500.0,230000.0,461000.0,229750.0,460750.0,500,center_in_cheonan,34011360,병천면,127.33311557048886,36.744855779417584,0.0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00650,208500.0,461000.0,209000.0,461500.0,208750.0,461250.0,500,center_in_cheonan,34011310,풍세면,127.09798158202865,36.749787274591995,21.0,21,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00651,209000.0,461000.0,209500.0,461500.0,209250.0,461250.0,500,center_in_cheonan,34011310,풍세면,127.10358052149742,36.74978253278855,5.0,5,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00652,209500.0,461000.0,210000.0,461500.0,209750.0,461250.0,500,center_in_cheonan,34011310,풍세면,127.10917945962026,36.74977752755285,5.0,5,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00653,210000.0,461000.0,210500.0,461500.0,210250.0,461250.0,500,center_in_cheonan,34011310,풍세면,127.11477839632441,36.74977225888509,34.0,34,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00654,210500.0,461000.0,211000.0,461500.0,210750.0,461250.0,500,center_in_cheonan,34011310,풍세면,127.1203773315371,36.74976672678549,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00655,211000.0,461000.0,211500.0,461500.0,211250.0,461250.0,500,center_in_cheonan,34011310,풍세면,127.12597626518556,36.74976093125426,5.0,5,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00656,211500.0,461000.0,212000.0,461500.0,211750.0,461250.0,500,center_in_cheonan,34011310,풍세면,127.13157519719708,36.749754872291646,68.0,68,32,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00657,212000.0,461000.0,212500.0,461500.0,212250.0,461250.0,500,center_in_cheonan,34011310,풍세면,127.13717412749887,36.7497485498979,10.0,10,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00658,212500.0,461000.0,213000.0,461500.0,212750.0,461250.0,500,center_in_cheonan,34011310,풍세면,127.14277305601823,36.74974196407328,5.0,5,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00659,213000.0,461000.0,213500.0,461500.0,213250.0,461250.0,500,center_in_cheonan,34011310,풍세면,127.14837198268235,36.74973511481804,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00660,213500.0,461000.0,214000.0,461500.0,213750.0,461250.0,500,center_in_cheonan,34011310,풍세면,127.15397090741848,36.74972800213248,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00661,214000.0,461000.0,214500.0,461500.0,214250.0,461250.0,500,center_in_cheonan,34011310,풍세면,127.15956983015391,36.749720626016874,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00662,214500.0,461000.0,215000.0,461500.0,214750.0,461250.0,500,center_in_cheonan,34011110,목천읍,127.16516875081587,36.74971298647152,38.0,35,19,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00663,215000.0,461000.0,215500.0,461500.0,215250.0,461250.0,500,center_in_cheonan,34011110,목천읍,127.17076766933158,36.74970508349675,10.0,10,6,25,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00664,215500.0,461000.0,216000.0,461500.0,215750.0,461250.0,500,center_in_cheonan,34011110,목천읍,127.17636658562832,36.74969691709288,88.0,81,43,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00665,216000.0,461000.0,216500.0,461500.0,216250.0,461250.0,500,center_in_cheonan,34011110,목천읍,127.18196549963335,36.74968848726024,32.0,28,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00666,216500.0,461000.0,217000.0,461500.0,216750.0,461250.0,500,center_in_cheonan,34011110,목천읍,127.18756441127387,36.749679793999164,49.0,46,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_00667,217000.0,461000.0,217500.0,461500.0,217250.0,461250.0,500,center_in_cheonan,34011110,목천읍,127.19316332047718,36.74967083731002,36.0,33,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
